编号,城市,名称,星级,评分,价格,销量,省/市/区,坐标,简介,是否免费,具体地址,星级编码,经度,纬度
1621,湖南,溪布街,1,0.8788076479148893,88.0,0.005036747700056535,湖南·张家界·武陵源区,"110.565436,29.350306",充满遐想的民族殿堂,0,湖南省张家界武陵源区武陵大道区政府对面,1.0,110.565436,29.350306
1622,湖南,天子山索道,1,0.7011357093665588,62.0,0.005036747700056535,湖南·张家界·天子山,"110.517175,29.381874",天子山索道是单线循环式脱挂抱索器客运索道,0,张家界市武陵源景区天子山,0.0,110.517175,29.381874
1623,湖南,矮寨大桥,1,0.7011357093665588,105.0,0.004831166161278717,湖南·湘西·德夯大峡谷,"109.610314,28.333835",国家4A级景区，世界十大非去不可新地标,0,湖南省湘西土家族苗族自治州吉首市矮寨镇德夯大峡谷,0.0,109.610314,28.333835
1624,湖南,南岳大庙,1,0.7011357093665588,3.0,0.004728375391889809,湖南·衡阳·衡山风景区,"112.740854,27.250976",四群院落和九个建筑体组成，继承了唐宋以来的艺术精华,0,湖南省衡阳市南岳区北支街2号,0.0,112.740854,27.250976
1625,湖南,通天大道,1,0.7011357093665588,10.0,0.0045227938531119906,湖南·张家界·天门山国家森林公园,"110.479074,29.071452",其态势接地通天，是人们心中通天的门户,0,湖南省张家界市永定区天门山索道站,0.0,110.479074,29.071452
1626,湖南,十里画廊,1,0.7011357093665588,38.0,0.004317212314334173,湖南·张家界·张家界国家森林公园,"110.492359,29.371995",张家界索溪峪景区内一处非去不可的景点,0,湖南省张家界市武陵源区,0.0,110.492359,29.371995
1627,湖南,株洲方特欢乐世界,1,0.7011357093665588,299.0,0.004008840006167446,湖南·株洲·云龙示范区,"113.204856,27.992948",您和孩子一起疯，一起涨姿势的地方,0,湖南省株洲市云龙示范区华强路1号,0.0,113.204856,27.992948
1628,湖南,炭河千古情,1,0.7011357093665588,160.0,0.004008840006167446,湖南·长沙·炭河古城,"112.4300143405,28.188596302231",宁乡文化的灵魂,0,湖南省长沙市宁乡县黄材镇黄材大道,0.0,112.4300143405,28.188596302231
1629,湖南,长沙方特东方神画,1,0.7011357093665588,320.0,0.003289304620445084,湖南·长沙·宁乡县,"112.608212,28.208258",一个充满传奇故事的大型高科技主题乐园,0,长沙市宁乡县夏铎铺镇岳宁大道1号,0.0,112.608212,28.208258
1630,湖南,酉水画廊,1,0.7011357093665588,98.0,0.003289304620445084,湖南·湘西·古丈县,"109.843269,28.764636",独特的土家文化,0,湘西土家族苗族自治州古丈县花兰村红石林附近,0.0,109.843269,28.764636
1631,湖南,毛泽东广场,1,0.7011357093665588,45.0,0.0031865138510561754,湖南·湘潭·韶山市,"112.49857424029,27.910913378179",象征着毛泽东是新中国的缔造者,0,湖南-湘潭-韶山市,0.0,112.49857424029,27.910913378179
1632,湖南,乾坤柱,1,0.7011357093665588,68.0,0.0031865138510561754,湖南·张家界·张家界国家森林公园,"110.449053,29.349195",顶天立地之势,0,湖南省张家界市武陵源区张家界国家森林公园,0.0,110.449053,29.349195
1633,湖南,岳麓山,5,0.6970191197872234,0.6,0.0030837230816672667,湖南·长沙·岳麓区,"112.943373,28.194667",赏枫胜地，不在别处！就在这儿,0,湖南省长沙市岳麓区登高路58号,0.0,112.943373,28.194667
1634,湖南,华谊兄弟（长沙）电影小镇,1,0.8182114718723342,87.0,0.0028781415428894485,湖南·长沙·岳麓区,"112.922336,28.083325",将自己置身于电影,0,湖南省长沙市岳麓区坪塘街道星光路6号,0.0,112.922336,28.083325
1635,湖南,岳麓书院,1,0.7011357093665588,2.2,0.0028781415428894485,湖南·长沙·岳麓区,"112.94755,28.186708",“千年学府”，4A级风景区,0,湖南省长沙市岳麓区岳麓山风景区旁,0.0,112.94755,28.186708
1636,湖南,湘江欢乐城,1,0.6061248557233906,170.0,0.0028781415428894485,湖南·长沙·岳麓区,"112.923151,28.094734","湘江欢乐城：大王山旅游度假区的欢乐明珠
湘江欢乐城坐落于长株潭地区的几何中心的大王山旅游度假区，是湘江新区核心功能区之一",0,湖南省长沙市岳麓区坪塘大道与清风南路交汇处,0.0,112.923151,28.094734
1637,湖南,琴岛演艺中心,1,0.6061248557233906,140.0,0.00277535077350054,湖南·长沙·芙蓉区,"112.984595,28.205736",湖湘名片，琴岛模式引领中国演艺文化潮流,0,湖南省长沙市芙蓉区中山路249号（原红色剧院）,0.75,112.984595,28.205736
1638,湖南,墨戎苗寨,1,0.7011357093665588,25.0,0.002672560004111631,湖南·湘西·古丈县,"110.008155,28.60332",文化底蕴丰厚，民风淳朴，艺术绚丽多彩,0,湖南省湘西古丈县墨戎苗寨,0.0,110.008155,28.60332
1639,湖南,株洲方特梦幻王国,1,0.7011357093665588,299.0,0.002672560004111631,湖南·株洲,"113.204856,27.992948",创造充满幻想和创意的神奇天地,0,湖南省株洲市云龙示范区华强路1号,0.0,113.204856,27.992948
1640,湖南,天下第一桥,1,0.7011357093665588,68.0,0.002672560004111631,湖南·张家界·张家界国家森林公园,"110.444824,29.350843",大自然的鬼斧神工,0,湖南省张家界市武陵源区国家森林公园袁家界内,0.0,110.444824,29.350843
1641,湖南,谢子龙影像艺术中心,1,0.5455286796808351,160.0,0.002672560004111631,湖南·长沙·岳麓区,"112.953476,28.124386","时令公告
【ONE PIECE 路飞来了】
“航海王”官方大展首次进入中国大陆，中国特展第五站（长沙站）即将开启！
展览",0,长沙市岳麓区潇湘南路一段387号,0.0,112.953476,28.124386
1642,湖南,杜甫江阁,1,0.7011357093665588,9.9,0.002672560004111631,湖南·长沙·天心区,"112.975371,28.190587",江阁登临，可近观橘洲风景，远眺麓山烟云,0,湖南省长沙市湘江中路二段108号,0.0,112.975371,28.190587
1643,湖南,鬼谷栈道,1,1.0,10.0,0.0025697692347227217,湖南·张家界·天门山国家森林公园,"110.487262,29.048478",置身其上体会与悬崖共起伏同屈伸之感,0,湖南省张家界市永定区,0.75,110.487262,29.048478
1644,湖南,猛洞河漂流,1,0.7011357093665588,180.0,0.0025697692347227217,湖南·湘西·猛洞河风景区,"109.974555,28.950458",张家界看山，猛洞河玩水,0,湖南省湘西州永顺县芙蓉镇,0.0,109.974555,28.950458
1645,湖南,毛泽东铜像,1,0.7011357093665588,45.0,0.0023641876959449044,湖南·湘潭·韶山市,"112.49929183336,27.91367277469",目光炯炯，面带微笑，正视前方，巍然挺立,0,湖南省湘潭市韶山风景区毛泽东纪念馆内,0.5,112.49929183336,27.91367277469
1646,湖南,金鞭溪,1,0.5455286796808351,0.9,0.0023641876959449044,湖南·张家界·张家界国家森林公园,"110.495524807,29.3586909615",水随山转，山因水活,0,湖南省张家界市武陵源区武陵源景区内,0.75,110.495524807,29.3586909615
1647,湖南,黄石寨索道,1,0.7011357093665588,61.8,0.0023641876959449044,湖南·张家界·张家界国家森林公园,"110.443746,29.312007",空中观看武陵仙境,0,湖南省张家界市武陵源区张家界国家森林公园内,0.0,110.443746,29.312007
1648,湖南,魅力湘西,1,0.6667210317659457,228.0,0.002158606157167086,湖南·张家界·武陵源区,"110.548783,29.350833",一台原汁原味的湘西文化大餐,0,湖南省张家界市武陵源区桂花路20号,0.75,110.548783,29.350833
1649,湖南,石燕湖,4,0.727317207808501,149.5,0.0019530246183892686,湖南·长沙·长沙县,"113.096704,28.018305",湖南九寨人间瑶池,0,湖南省长沙市长沙县跳马乡石门村石燕湖,0.75,113.096704,28.018305
1650,湖南,热市云顶温泉旅游度假区,1,0.8485095598936118,172.0,0.0019530246183892686,湖南·常德·桃源县,"111.335712,29.322121",常德云顶热市温泉是斥资10亿占地1000亩集野奢酒店、温泉疗养、 云顶SPA、热带雨林馆、地轨缆车、森林火车研学基地、高,0,湖南省常德桃源县热市镇,0.0,111.335712,29.322121
1651,湖南,常德卡乐星球欢乐世界,1,0.6667210317659457,190.0,0.0019530246183892686,湖南·常德,"111.758982,29.081272",常德卡乐星球将新颖的娱乐项目与国内先进的VR、AR等高科技技术相结合，引入热门互联网文化，为游客打造新奇的互动式体验。卡,0,常德市柳叶湖旅游度假区梦幻桃花岛,0.75,111.758982,29.081272
1652,湖南,湘江欢乐城-欢乐雪域,1,0.7011357093665588,170.0,0.001747443079611451,湖南·长沙·湘江欢乐城,"112.92321,28.093801",欢乐雪域由建筑大师Wolf D.Prix设计，悬浮于一个百米深坑之上，是国内建筑形态较有特点、建筑难度较大的室内冰雪乐园,0,长沙市岳麓区潭州大道二段167号,0.0,112.92321,28.093801
1653,湖南,炭河古城,1,0.5455286796808351,160.0,0.001747443079611451,湖南·长沙·宁乡县,"112.4300143405,28.188596302231",第6批全国重点文物保护单位,0,湖南省长沙市宁乡县炭河古城,0.0,112.4300143405,28.188596302231
1654,湖南,枫林花海,1,0.7011357093665588,25.5,0.001644652310222542,湖南·常德·桃源县,"111.510275,29.034221",各色花卉，四季花开，姹紫嫣红,0,湖南省常德市桃源县枫树维回乡,0.75,111.510275,29.034221
1655,湖南,湖南炎帝陵,4,0.7011357093665588,58.9,0.001644652310222542,湖南·株洲·炎陵,"113.676866,26.422129",我们都是炎黄子孙，拜祖,0,湖南省株洲市炎陵县鹿原镇鹿原陂,0.0,113.676866,26.422129
1656,湖南,莽山五指峰景区,1,0.7011357093665588,300.0,0.001644652310222542,湖南·郴州·宜章县,"112.983412,25.032298",莽山位于南岭山脉北麓、湘粤两省交界处，是地球同纬度保存较完好的原始森林、中国南方动植物基因库、南岭山脉花岗岩地质山体，既,0,湖南省郴州市宜章县溶家洞,0.0,112.983412,25.032298
1657,湖南,皇都侗文化村,3,0.7011357093665588,45.0,0.006373027702112351,湖南·怀化·通道县,"109.731226,26.110843",古色古香、丰富多彩的侗民俗文化,0,湖南省怀化市通道县黄土乡,0.0,109.731226,26.110843
1658,湖南,红石林,4,0.6970191197872234,3.0,0.005859073855167806,湖南·湘西·古丈县,"109.845427,28.760116",充满野趣和粗犷阳刚之美,0,湖南省湘西州古丈县红石林镇红石林景区,0.0,109.845427,28.760116
1659,湖南,湘江游轮橘洲之星,1,0.7011357093665588,100.0,0.0022613969265559957,湖南·长沙,"112.969335,28.200786",一览湘江美景,0,湖南省长沙市橘子洲地铁站2号出口游船售票处,0.0,112.969335,28.200786
1660,湖南,土家风情园,4,0.5758267677021128,90.0,0.002158606157167086,湖南·张家界·永定区,"110.470633,29.131172",人文景观与自然景观相融合,0,湖南省张家界市永定区境内,0.0,110.470633,29.131172
1661,湖南,苏仙岭,4,0.7011357093665588,42.0,0.002158606157167086,湖南·郴州·苏仙区,"113.056818,25.818413",集神话传说、秀丽风光和名胜古迹于一体,0,湖南省郴州市苏仙区北路2号,0.0,113.056818,25.818413
1662,湖南,沱江泛舟,1,0.7011357093665588,78.0,0.0009251169245001799,湖南·湘西·凤凰古城,"109.609362,27.955401",依着城墙缓缓流淌，顺水而下，别有韵味,0,湖南省湘西市凤凰县沱江镇,0.0,109.609362,27.955401
1663,湖南,毛泽东同志故居,4,0.7011357093665588,1.7,0.000822326155111271,湖南·湘潭·韶山市,"112.49848,27.910957","绿树青葱红砖古朴，,吸收领袖灵气",0,湖南省湘潭韶山市,0.0,112.49848,27.910957
1664,湖南,长沙摩天轮,1,0.9091057359361671,66.0,0.0007195353857223621,湖南·长沙·天心区,"112.992014,28.184327",在这里观赏到整个长沙市的风景,0,湖南省长沙市天心区芙蓉中路近贺龙体育广场,0.0,112.992014,28.184327
1665,湖南,五雷山风景区,1,0.7011357093665588,58.8,0.0004111630775556355,湖南·张家界·慈利县,"111.255681,29.438227",兼有旅游、观光、度假、游艺、民俗风情的风景名胜区,0,湖南省张家界慈利县南,0.0,111.255681,29.438227
1666,湖南,玻璃桥景区石牛寨,4,0.7011357093665588,186.8,0.0004111630775556355,湖南·岳阳·平江县,"113.999367,28.915724",由怪石、奇峰、石洞组成的丹霞石的世界,0,湖南省岳阳市平江县大坪乡,0.0,113.999367,28.915724
1667,湖南,大熊山国家森林公园,1,0.7011357093665588,47.8,0.00020558153877781775,湖南·娄底·新化县,"111.30913,28.154758",座座山峰上，云雾绕绕景象万千,0,湖南省娄底市新化县北端,0.0,111.30913,28.154758
1668,湖南,张家界千古情,1,0.7011357093665588,279.0,0.00020558153877781775,湖南·张家界·武陵源区,"110.577842,29.351997",序：《沧海桑田》:张家界武陵源位于北纬30°。3亿8000万年前，这里发生了剧烈的造山运动，板块抬升、流水侵蚀，使得一根,0,湖南省张家界武陵源区张家界千古情景区,0.0,110.577842,29.351997
1669,澳门,新濠影汇摩天轮,1,0.7011357093665588,49.0,0.00010279076938890888,澳门·澳门·新濠影汇,"113.573751,22.143942",摩天轮期待与您高空相约,0,澳门路氹地比邻横琴的莲花大桥口岸,0.0,113.573751,22.143942
1670,澳门,澳门环岛游,1,0.7011357093665588,173.0,0.00010279076938890888,广东·珠海·金湾区,"113.540119,22.196822",“浪漫之城”珠海的美丽景色一览无余,0,广东省珠海市湾仔南湾南路3002号,0.0,113.540119,22.196822
1671,澳门,澳门科学馆,1,0.7011357093665588,13.8,0.00010279076938890888,澳门·澳门·澳门半岛,"113.56845,22.188856",教育与旅游元素结合的科学馆,0,澳門孫逸仙大馬路澳門科學館,0.0,113.56845,22.188856
1672,澳门,澳门旅游观光塔,1,0.7011357093665588,93.0,0.0,澳门·澳门·澳门半岛,"113.548373,22.183003",登高望远，全澳景色尽收眼底,0,澳门特别行政区澳门半岛南湾新填海区D区域1号地段,0.0,113.548373,22.183003
1673,澳门,澳门观光塔360°旋转餐厅,1,0.7011357093665588,138.0,0.004574189237806445,澳门·澳门·澳门旅游观光塔,"113.5351036,22.1798678",澳门之旅不可错过的观光自助美食,0,澳门特别行政区澳门半岛南湾新填海区D区域1号地段澳门塔内,0.0,113.5351036,22.1798678
1674,澳门,贡多拉号,1,0.7011357093665588,90.0,0.0025183738500282674,澳门·澳门·澳门威尼斯人度假村,"113.573676,22.151191",感受“水上法拉利”的独特魅力,0,澳门氹金光大道望德圣母湾大马路,0.0,113.573676,22.151191
1675,澳门,澳门巴黎铁塔,1,0.7011357093665588,55.0,0.00277535077350054,澳门·澳门,"113.573908,22.146331",在澳门体验巴黎的浪漫风情,0,澳门路氹金光大道连贯公路澳门巴黎人,0.0,113.573908,22.146331
1676,澳门,澳门威尼斯人度假村,1,0.7011357093665588,139.0,0.0014390707714447243,澳门·澳门·凼仔岛,"113.571859,22.150543",边购物，边坐贡多拉徜徉水城“威尼斯”,0,澳门特别行政区凼仔岛氹仔金光大道望德圣母湾大马路,0.0,113.571859,22.150543
1677,澳门,澳门塔蹦极（笨猪跳）,1,0.7011357093665588,1623.0,0.0030837230816672667,澳门·澳门·澳门旅游观光塔,"113.551648,22.183958",澳门塔全球十大观光塔之一,0,澳门南湾新填海区D区域1号地段澳门旅游观光塔冒险活动层第61层,0.0,113.551648,22.183958
1678,澳门,新濠影汇,1,0.7011357093665588,49.0,0.002466978465333813,澳门·澳门·澳门半岛,"113.571974,22.143333",澳门新地标,0,澳门路氹地比邻横琴的莲花大桥口岸,0.0,113.571974,22.143333
1679,澳门,澳门新濠影汇水上乐园,1,0.7011357093665588,295.0,0.0027239553888060855,澳门·澳门·新濠影汇,"113.56881,22.144216",集强烈刺激和挑战乐趣于一身的水上乐园，无论是大朋友还是小朋友在这里都能玩的超级尽兴,0,澳门特别行政区路凼城路凼城路凼连贯公路金沙城中心南,0.0,113.56881,22.144216
1680,澳门,澳门新濠影汇星汇餐厅,1,0.7011357093665588,128.0,0.002004420003083723,澳门·澳门·新濠影汇,"113.5600957,22.1413093",环球海鲜、国际名菜、地道佳餚、精緻甜品,0,澳门新濠影滙酒店明星滙二楼2113号,0.0,113.5600957,22.1413093
1681,澳门,百味馆（百老汇店）,1,0.7011357093665588,22.0,0.003957444621472992,澳门·澳门,"113.549693,22.146741",澳门百老汇,0,澳门百老汇澳门路氹莲花海滨大马路 百老汇美食街H-G004-G005,0.0,113.549693,22.146741
1682,澳门,澳门teamLab超自然空间,1,0.7011357093665588,221.0,0.0019530246183892686,澳门·澳门,"113.570539,22.150352",teamLab超自然空间，是由艺术团队teamLab打造的，高至8m的超巨型作品群所构成，面积达5000平方米的复杂且具,0,澳门路氹金光大道威尼斯人金光会展展览馆F馆,0.0,113.570539,22.150352
1683,澳门,澳门英皇娱乐酒店御厨餐厅,1,0.9091057359361671,160.0,0.004933956930667626,澳门·澳门·澳门半岛,"113.5188635,22.1746607",体验豪华国际饕餮盛宴,0,澳门南湾商业大马路288号英皇娱乐酒店9楼,0.0,113.5188635,22.1746607
