编号,城市,名称,星级,评分,价格,销量,省/市/区,坐标,简介,是否免费,具体地址
1408,浙江,乌镇西栅,,0,150,2153,浙江·嘉兴·乌镇,"120.493068,30.755595",水乡风貌原汁原味，文化底蕴千年积淀,FALSE,浙江省嘉兴市桐乡市乌镇西大街
1409,浙江,西湖,5 A,5,9,1716,浙江·杭州·西湖区,"120.153384,30.236492",在这里邂逅你的白娘子吧,FALSE,浙江省杭州市西湖区龙井路1号
1410,浙江,杭州黄龙洞,,0,118,1636,浙江·杭州·西湖区,"120.145506,30.268172",以缘为主题，龙为主景，松篁交翠，山径幽深,FALSE,浙江省杭州市西湖区曙光路69号
1411,浙江,杭州乐园,4 A,3.6,125,1462,浙江·杭州·萧山区,"120.25205,30.166365",长三角地区新一代综合性主题公园,FALSE,浙江省杭州市萧山区风情大道2555号
1412,浙江,横店影视城,5 A,5,255,1032,浙江·金华·东阳市,"120.345446,29.162213",被誉为“中国好莱坞”,FALSE,浙江省金华东阳市横店镇横店影视城
1413,浙江,南浔古镇,5 A,0,76,1006,浙江·湖州·南浔区,"120.435533,30.875529",水乡古镇九十九，不如南浔走一走,FALSE,浙江省湖州市南浔区南浔镇人瑞路51号
1414,浙江,杭州飞来峰,,3.6,55,934,浙江·杭州·西湖,"120.107258,30.243005",江南少见的古代石窟艺术瑰宝,FALSE,浙江省杭州市西湖区灵隐路法云弄1号
1415,浙江,印象西湖,,0,291,926,浙江·杭州·西湖,"120.140928,30.257879",城市内涵和山水浓缩成高水准的艺术盛宴,FALSE,浙江省杭州市西湖区北山路82号岳庙对面
1416,浙江,杭州野生动物世界,4 A,3.5,210,916,浙江·杭州·富阳市,"119.990867,30.153351",网红森林小火车 | 穿梭萌萌动物间,FALSE,浙江省杭州富阳市杭富路九龙大道1号
1417,浙江,莫干山,4 A,4.1,70,860,浙江·湖州·德清县,"119.875123,30.61246",《纽约时报》全球最值得去的45个旅行地,FALSE,浙江省湖州市德清县莫干山风景名胜区
1418,浙江,灵隐寺,5 A,0,55,854,浙江·杭州,"120.106626,30.241491",江南禅宗“五山”之一,FALSE,浙江省杭州市法云弄1号
1419,浙江,云上草原,,0,280,836,浙江·湖州·安吉县,"119.688617,30.465094",网红户外打卡地 | 云上一天草原四季,FALSE,湖州市安吉县山川乡山川村
1420,浙江,千岛湖中心湖,,0,185,764,浙江·杭州·千岛湖,"119.020995,29.600519",乘船登岛，领略千岛湖的山水锦绣,FALSE,浙江省杭州市淳安县千岛湖景区内
1421,浙江,西塘古镇,5 A,4.2,95,720,浙江·嘉兴·嘉善县,"120.89521,30.945875",水墨西塘让你感受古镇千年的诗情画意,FALSE,浙江省嘉兴市嘉善县西塘镇
1422,浙江,雅戈尔动物园,4 A,3.6,117.4,702,浙江·宁波·东钱湖,"121.681051,29.810228",野生风情，动物天堂,FALSE,浙江省宁波市鄞州区东钱湖镇梅湖村对面
1423,浙江,神仙居,5 A,3.8,99,700,浙江·台州·仙居,"120.617141,28.711378",融险峰、幽谷、秀林、奇瀑于一体,FALSE,浙江省台州市仙居县白塔镇
1424,浙江,乌镇东栅,,0,110,634,浙江·嘉兴·乌镇,"120.503219,30.747083",有水乡美景，品文化底蕴,FALSE,浙江省嘉兴桐乡市乌镇子夜路18号
1425,浙江,花港观鱼,,3.9,55,626,浙江·杭州·西湖,"120.148277,30.238361",花家山下流花港，花著鱼身鱼嘬花,FALSE,浙江省杭州西湖区西山路5—1号
1426,浙江,杭州Hello Kitty乐园,,0,99,606,浙江·湖州·安吉县,"119.744673,30.627035",甜心聚集地 | 粉色城堡乐园,FALSE,浙江省湖州市安吉县天使大道1号
1427,浙江,千岛湖,5 A,3.9,185,588,浙江·杭州·淳安县,"119.027854,29.605088",“天下秀水” | 岛屿星罗棋布,FALSE,浙江省杭州市淳安县梦姑路
1428,浙江,钱塘江,,0,198,556,浙江·杭州·萧山区,"120.719472,30.283946",中国东南沿海地区主要河流之一,FALSE,浙江省杭州市萧山区
1429,浙江,柯岩风景区,4 A,4.1,107,516,浙江·绍兴·绍兴县,"120.480302,30.054859",奔跑吧兄弟拍摄地,FALSE,浙江省绍兴市绍兴县柯岩大道558号
1430,浙江,梅峰岛,,0,185,458,浙江·杭州·千岛湖,"118.9494,29.607218",千岛湖的标志景观,FALSE,浙江省杭州市淳安县千岛湖镇千岛湖中心湖区
1431,浙江,宁波植物园,,0,18,456,浙江·宁波,"121.616188,29.951285",园内丰富的植物等你来参观,FALSE,浙江省宁波市北环东路1188号
1432,浙江,良渚古城遗址公园,4 A,0,50,428,浙江·杭州·余杭区,"120.034576,30.383326","良渚古城遗址公园,位于杭州市西北郊良渚、瓶窑两镇，是良渚文化中心遗址，现已发现遗址点135处，保护范围约42平方公里，在",FALSE,浙江省杭州市余杭区凤都路与104国道交叉口西北200米良渚古城遗址公园
1433,浙江,西湖游船,,0,55,412,浙江·杭州·西湖,"120.148876,30.238641",游览西湖好去处,FALSE,浙江省杭州市西湖区花港观鱼外事游船码头售票处
1434,浙江,西塘一日游,,0,138,408,浙江·嘉兴·西塘古镇,"120.895142,30.94406",中国历史文化名镇,FALSE,浙江省嘉兴市嘉善县西塘镇南苑路258号
1435,浙江,雷峰塔,4 A,3.9,55,384,浙江·杭州·西湖,"120.15623,30.237553",法海你不懂爱!雷峰塔会掉下来,FALSE,浙江省杭州市西湖区南山路15号
1436,浙江,中南百草原,4 A,3.7,134.4,360,浙江·湖州·安吉县,"119.6603,30.677605",集动植物园、游乐园于一体的遛娃宝地,FALSE,浙江省湖州市安吉县递铺镇马鞍山村
1437,浙江,罗蒙环球乐园,,0,215,352,浙江·宁波·鄞州区,"121.549884,29.803631",各个年龄段都能找到适合自己的娱乐项目,FALSE,浙江省宁波市鄞州区鄞州大道中段1099号/萧皋东路820号罗蒙环球城
1438,浙江,宁波方特东方神画,4 A,0,280,326,浙江·宁波·慈溪市,"121.189978,30.322746",运用高科技诠释民间传统艺术,FALSE,浙江省宁波市杭州湾新区天宝路188号
1439,浙江,太湖龙之梦乐园,,0,185,324,浙江·湖州·长兴县,"120.092088,30.957888",投资250多亿全球主题乐园,FALSE,湖州市长兴县图影省级旅游度假区
1440,浙江,中国大竹海,,4,30,310,浙江·湖州·安吉县,"119.666026,30.493279",卧虎藏龙拍摄地,FALSE,浙江省湖州市安吉县天荒坪镇五鹤村
1441,浙江,垂云通天河,4 A,3.5,95,286,浙江·杭州·桐庐县,"119.538171,29.930643",地下暗河玻璃漂流 | 上天入地玩过瘾,FALSE,浙江省杭州市桐庐县瑶琳镇东琳村杨家
1442,浙江,杭州长乔极地海洋公园,4 A,3.5,349,284,浙江·杭州·萧山区,"120.234402,30.149455",清凉海底世界 | 与海豚共眠,FALSE,浙江省杭州市萧山区湘湖路777号
1443,浙江,横店秦王宫,5 A,3.5,165,284,浙江·金华·横店影视城,"120.32228,29.138262",电视剧里的皇宫,FALSE,浙江省金华东阳市横店镇万盛南街58号横店影视城
1444,浙江,横店梦泉谷温泉度假区,,0,196,272,浙江·金华·横店影视城,"120.302554,29.122355",集温泉养生、生态观光为一体,FALSE,浙江省金华市东阳市横店镇梦泉路256号（横店镇下朱村正对面）
1445,浙江,龙之梦动物世界,,0,45,272,浙江·湖州·长兴县,"120.058164,30.960384",太湖龙之梦动物世界位于湖州市长兴县图影省级旅游度假区，占地面积1600亩，分人行和车行两个观览区，是一个集野生动物展示、,FALSE,湖州市长兴县图影省级旅游度假区
1446,浙江,大奇山国家森林公园,3A,3.5,42.9,266,浙江·杭州·桐庐县,"119.727577,29.775541",桐庐小九寨 | 潭水清澈见底,FALSE,浙江省桐庐县大奇山国家森林公园（大奇山路进口处）
1447,浙江,横店明清宫苑,5 A,0,165,256,浙江·金华·横店影视城,"120.309737,29.176594",寻觅甄嬛传，梦回紫禁城,FALSE,浙江省金华市东阳市万盛街42号横店影视城
1448,浙江,《印象普陀》演出,,0,139,238,浙江·舟山·朱家尖,"122.388337,29.939996",放下万千烦恼，做自己心中的佛,FALSE,浙江省舟山市普陀区朱家尖岛白山景区观音文化苑
1449,浙江,钱塘江大桥,,3.6,100,236,浙江·杭州·西湖区,"120.143807,30.208723",贯通钱塘江南北交通，景象宏伟壮观,FALSE,浙江省杭州市西湖区
1450,浙江,象山影视城,4 A,3.5,88,228,浙江·宁波·象山县,"121.845195,29.293159",芈月伴你游 （琅琊榜拍摄地）,FALSE,浙江省宁波市象山县新桥镇大塘港生态旅游区
1451,浙江,湖州长颈鹿庄园,,0,90,228,浙江·湖州·吴兴区,"119.988944,30.769322",湖州长颈鹿庄园位于湖州市吴兴区西塞山旅游度假区，距市区仅20公里。景区开发面积约1200亩，依照着山纹水脉建设，最 大 ,FALSE,湖州市吴兴区妙西镇妙山村丁家村888号
1452,浙江,杭州动物园,5 A,3.5,25,210,浙江·杭州·西湖区,"120.139701,30.218842",一座别致的园林式的动物园,FALSE,浙江省杭州市西湖区虎跑路40号
1453,浙江,古堰画乡景区,4 A,3.6,45,200,浙江·丽水·莲都区,"119.751846,28.302032",如此美景，恍如置身水墨画中,FALSE,浙江省丽水市莲都区大港头镇
1454,浙江,原乡小镇,,0,49.9,198,浙江·湖州·长兴县,"119.966168,30.804576",身在都市，梦回原乡,FALSE,湖州市吴兴区妙西镇肇村
1455,浙江,西湖一日游,,0,138,196,浙江·杭州·西湖,"120.153384,30.236492",西湖古称“钱塘湖”，又名“西子湖”，古代诗人苏轼就对它评价道：“欲把西湖比西子，淡妆浓抹总相宜。”西湖形态为近于等轴的多,FALSE,浙江省杭州市西湖区龙井路1号
1456,浙江,缙云仙都,5 A,5,93,194,浙江·丽水·缙云县,"120.146341,28.696655",笑傲江湖拍摄地,FALSE,浙江省丽水市缙云县城东7公里处
1457,浙江,千岛湖天屿,,0,186,184,浙江·杭州·淳安县,"119.057744,29.637916",2008年中国十大超级豪宅之一,FALSE,浙江省杭州市淳安县千岛湖镇阳光路天屿山顶别墅
1458,浙江,雪窦山,5 A,3.7,0.9,182,浙江·宁波·溪口风景区,"121.290404,29.687924","让心灵去远行,去雪窦山进行一场禅修之旅吧",FALSE,浙江省宁波奉化市溪口镇武岭西路39-1号
1459,浙江,图影生态湿地文化园,,0,85,182,浙江·湖州·长兴县,"120.093039,30.970657",体验小马尔代夫的湖滨金色沙滩美妙之旅,FALSE,浙江省湖州市长兴县东南端
1460,浙江,南浦溪景区,,0,70,182,浙江·温州·泰顺县,"119.966841,27.572211",南浦溪风景区主要包括新浦古村落文化景区、南浦湖景区、三重祭景区等。新浦古村落文化景区有古民居、吴畦墓、世英门、清阴井、双,FALSE,浙江省温州市泰顺县南浦溪镇木塆村
1461,浙江,天一阁博物馆,5 A,3.6,27,178,浙江·宁波·海曙区,"121.545361,29.877342",书香圣地，读书人的书房,FALSE,浙江省宁波市海曙区天一街10号
1462,浙江,下渚湖,,3.7,64.5,178,浙江·湖州·德清县,"120.047746,30.527012",秀美湿地，写意山水中的人间仙境,FALSE,浙江省湖州市德清县三合乡下渚湖湿地风景区
1463,海南,南山文化旅游区,5 A,3.8,122,5074,海南·三亚·崖州区,"109.208867,18.296388",108米的海上三面观音，三亚不容错过之旅,FALSE,海南省三亚市崖城镇南山村
1464,海南,蜈支洲岛,5 A,4.3,133,4172,海南·三亚·海棠区,"109.770938,18.319925",私人订制主取景地,FALSE,海南省三亚市林旺镇海棠湾蜈支洲岛
1465,海南,西岛,4 A,3.9,80,3231,海南·三亚·天涯区,"109.379826,18.239896",海上桃源，动感天堂,FALSE,海南省三亚市三亚湾西岛
1466,海南,亚龙湾热带天堂森林公园,4 A,4,130,3030,海南·三亚·吉阳区,"109.659829,18.25797",《非诚勿扰II》《亲爱的，热爱的》取景地,FALSE,海南省三亚市吉阳镇亚龙湾国际旅游度假区
1467,海南,鹿回头风景区,4 A,4,32.9,2829,海南·三亚·吉阳区,"109.490334,18.213506",天南旅行乡，鹿回头爱情的圣地,FALSE,海南省三亚市西南端鹿回头半岛内
1468,海南,三亚千古情,,0,280,2321,海南·三亚·河东区,"109.536751,18.296306",给我一个小时，带你穿越千年,FALSE,海南省三亚市河东区三亚海南省三亚市荔枝沟宋城三亚千古情景区
1469,海南,天涯海角,4 A,4.5,50,2178,海南·三亚·天涯区,"109.36116,18.298477",天之涯海之角，爱就陪Ta到天涯海角,FALSE,海南省三亚市沿海滨西行26公里天涯镇马岭山麓
1470,海南,亚特兰蒂斯水世界,,0,160,1534,海南·三亚·三亚亚特兰蒂斯度假区,"109.748892,18.363273",具有创造力和吸引力的娱乐休闲水世界,FALSE,海南省三亚市海棠湾海棠北路亚特兰蒂斯
1471,海南,亚特兰蒂斯失落的空间水族馆,,0,193.9,1306,海南·三亚·三亚亚特兰蒂斯度假区,"109.749389,18.362882",失落的空间水族馆邀您一同揭开千年之谜,FALSE,海南省三亚市海棠湾海棠北路亚特兰蒂斯
1472,海南,分界洲岛旅游区,5 A,5,120.4,1234,海南·陵水黎族自治县,"110.206451,18.582197",海水清澈，拥有众多珍稀动植物的“美女岛”,FALSE,海南省三亚市东北部分界洲岛
1473,海南,呀诺达热带雨林,,0,88,1178,海南·三亚,"109.673664,18.456698",“呀诺达”是形声词，在海南本土方言中表示一、二、三。景区赋予它新的内涵，“呀”表示创新，“诺”表示承诺，“达”表示践行，,FALSE,海南省三亚市保亭黎族苗族自治县三道农场呀诺达热带雨林区
1474,海南,火山口国家地质公园,4 A,0,40.4,1034,海南·海口·秀英区,"110.225955,19.931249",世界地质公园，万年火山奇观,FALSE,海南省海口市秀英区石山镇
1475,海南,大小洞天,5 A,3.9,74,902,海南·三亚·崖州区,"109.186963,18.307148",具备山、海、天一色的道家文化景区,FALSE,海南省三亚市以西四十公里（崖城镇南山村）
1476,海南,海南热带野生动植物园,4 A,3.6,140,644,海南·海口·秀英区,"110.253188,19.774941",岛屿型热带雨林动植物大观园,FALSE,海南省海口市秀英区东山镇（海榆中线27公里处）
1477,海南,槟榔谷黎苗文化区,5 A,3.6,79.9,614,海南·保亭黎族苗族自治县,"109.672069,18.403658",一个逃逸世俗的心灵驿站,FALSE,海南省三亚市保亭黎苗族自治县甘什岭自然保护区
1478,海南,（稻田花海 恐龙奇幻）水稻国家公园,,0,45,608,海南·三亚·海棠湾,"109.698204,18.332954",海棠湾国家海岸的后花园,FALSE,三亚市海棠湾落根田洋片区
1479,海南,南山寺,,3.6,152,558,海南·三亚·南山文化旅游区已下线子景点,"109.208867,18.296388",南海之滨的佛教圣境,FALSE,海南省三亚市崖城镇南山文化旅游区内
1480,海南,观澜湖华谊冯小刚电影公社,4 A,0,58,540,海南·海口·龙华区,"110.35488,19.925692",《芳华》拍摄地，以导演个人命名的电影基地,FALSE,海口市龙华区龙昆南路延长线羊山大道19号
1481,海南,三亚湾,,4.3,58,530,海南·三亚,"109.451034,18.292751",滨海大道依湾绵延，椰树成林构成一道画廊,FALSE,海南省三亚市三亚旅游区三亚湾路
1482,海南,分界洲岛,,0,122,506,海南·三亚,"110.207135,18.582603",海底生态景观保存完整潜水胜地海豚表演,FALSE,海南省三亚东线高速公路牛岭15号出口处
1483,海南,南湾猴岛,4 A,5,37,472,海南·陵水黎族自治县,"109.990261,18.402754",碧水蓝天，猴趣横生,FALSE,海南省陵水县黎族自治县新村镇南湾半岛
1484,海南,石梅湾加井岛,,0,305,466,海南·万宁·石梅湾,"110.278577,18.668426",风景如画，空气清新，旅游度假的绝佳场所,FALSE,海南省万宁市石梅湾加井岛
1485,海南,亚龙湾,4 A,5,132,456,海南·三亚,"109.654555,18.236153",湛蓝天宇映衬着碧波万顷，景象万千,FALSE,海南省三亚市亚龙湾国家旅游度假区
1486,海南,海南文笔峰盘古文化旅游区,4 A,0,41.8,414,海南·定安,"110.372117,19.558987",私人定制拍摄地，“龙首龟背”的风水宝地,FALSE,海南省定安县龙湖镇丁湖路(即东线高速路41公里龙湖出口西行3公里处)
1487,海南,亚龙湾海底世界,,3.6,60,412,海南·三亚·亚龙湾,"109.663961,18.237501","潜在海南,感受不一样的水下世界",FALSE,海南省三亚市亚龙湾国家旅游度假区
